,idx,title,ingredients,directions,#actions
62778,62778,Microwave Lasagne,"[""1 lb. ground beef"", ""14 oz. can tomatoes"", ""6 oz. can tomato paste"", ""1 tsp. salt"", ""1 1/2 tsp. basil leaves"", ""1/8 tsp. garlic"", ""1/2 tsp. oregano"", ""1/2 c. water"", ""2 c. cottage cheese"", ""1/4 c. Parmesan cheese"", ""1 egg"", ""1 Tbsp. parsley flakes"", ""8 uncooked lasagne noodles"", ""2 c. shredded Mozzarella cheese""]","[""Crumble meat into 1 1/2-quart casserole (or microwavable colander)."", ""Cook on High 5 to 6 minutes or until meat is no longer pink."", ""Drain; stir in tomatoes, tomato paste, salt, basil, oregano, garlic and water."", ""Cover; cook on High 4 to 5 minutes until mixture begins to boil."", ""Combine cottage cheese, egg, Parmesan cheese and parsley; pour 1 1/2 cups tomato mixture into 12 x 8-inch dish."", ""Spread evenly."", ""Place 4 uncooked noodles over sauce."", ""Top with 1/2 cottage cheese mixture."", ""Sprinkle with 1/2 Mozzarella cheese."", ""Spoon 1 cup sauce over cheese, then repeat layers."", ""Top with remaining sauce."", ""Cover tightly with 2 layers of plastic wrap."", ""Cook on High 15 minutes, then 30% power for 15 minutes."", ""Let stand 10 minutes before serving."", ""Serves 6.""]",6
62961,62961,Chicken And Dumplings,"[""1 chicken (about 3 lbs.)"", ""1 can cream of chicken soup"", ""1 small onion"", ""1/4 tsp. nutmeg"", ""1 rib celery"", ""2 1/2 qt. water"", ""2 tsp. salt"", ""1/2 tsp. pepper"", ""3 cups flour"", ""1 tsp. salt"", ""1 egg"", ""1/2 cup shortening"", ""1/4 tsp. baking powder"", ""1 cup chicken broth""]","[""Boil chicken, onion, celery and salt in water until chicken is tender."", ""Remove chicken to cool and debone."", ""Strain broth."", ""Reserve 1 cup broth for dough."", ""Add cream of chicken soup and nutmeg to broth."", ""Mix well."", ""Return to heat."", ""Dough:"", ""Cut shortening into flour and salt."", ""Beat egg."", ""Add cooled broth and add to flour to make a firm dough."", ""Add more flour, if necessary."", ""Roll dough as thin as possible."", ""Return chicken to broth."", ""Add pepper."", ""Cut dough into desired square or oblong pieces."", ""Add one at a time to broth and chicken (which has been brought to boiling point)."", ""Add more water and broth if necessary, so they will be a bit soupy."", ""If too soupy, add a Tbsp. of flour, mixed with a little water."", ""After adding dumplings, simmer for 20 minutes.""]",6
64331,64331,Pastel De Elote,"[""1 c. flour"", ""1 c. yellow corn meal"", ""4 tsp. baking powder"", ""1/4 tsp. salt"", ""1/2 tsp. pepper"", ""1 c. butter or margarine"", ""1/2 c. sugar"", ""4 eggs"", ""1 small can green chilies, seeded and chopped"", ""1 can cream-style corn (16 oz.)"", ""1/2 c. shredded Monterey Jack cheese"", ""1/2 c. shredded mild Cheddar cheese""]","[""Sift"", ""flour, measure and sift with corn meal and baking powder and"", ""salt"", ""into mixing bowl."", ""Cream butter and sugar in another bowl"", ""and add eggs one at a time, mixing in well."", ""Add chilies, corn"", ""and"", ""cheese;\tmix well."", ""Blend creamed mixture into flour mixture."", ""Pour into greased and floured baking dish (8 x"", ""12"", ""x 2-inch) and put into preheated oven (350\u00b0)."", ""Bake for 5"", ""minutes at\t350\u00b0"", ""and"", ""reduce"", ""to 300\u00b0 and bake for 55 minutes."", ""Time of preparation: 30 minutes."", ""Serves 8.""]",6
65267,65267,Phat-Thai,"[""1/4 c. vegetable oil"", ""1 to 2 cloves garlic, minced"", ""1/2 lb. peeled medium shrimp"", ""1 chicken breast, sliced"", ""2 eggs, slightly beaten"", ""1/2 block firm tofu, cubed"", ""1 pkg. Chantaboon rice stick (approximately 13 oz.)"", ""1 lb. bean sprouts"", ""5 tsp. paprika"", ""2 Tbsp. vinegar"", ""3 Tbsp. cayenne pepper sauce (i.e., Durkee)"", ""1/4 c. crushed, unsalted, roasted peanuts"", ""lemon wedges (optional)""]","[""Soak the"", ""rice stick (like noodles) in warm water until tender, but"", ""not"", ""soft."", ""In"", ""a"", ""large wok, saute garlic in hot oil, add"", ""shrimp and cook until just pink.\tRemove shrimp, set it aside"", ""and\tadd"", ""chicken."", ""Remove chicken after browned and cook the"", ""eggs, scrambled, chopping the eggs with spatula when firm. Remove"", ""the"", ""eggs"", ""and stir-fry the tofu."", ""Remove tofu, add noodles,"", ""vinegar,\tpaprika"", ""and"", ""cayenne"", ""pepper"", ""sauce; cook for"", ""3"", ""minutes, stirring constantly."", ""Mix in previously cooked ingredients"", ""and bean sprouts."", ""Toss well and cook for an additional 3 to 4 minutes.\tServe with a topping of crushed peanuts and (optional) lemon wedges on the side.""]",6
65521,65521,Fried Lumpia,"[""1 lb. lean ground beef"", ""1 medium onion, minced"", ""2 medium carrots, shredded"", ""1 large potato, shredded"", ""3 celery stalks, minced"", ""1 egg"", ""soy sauce to taste"", ""1 pkg. lumpia or egg roll wrappers""]","[""Brown ground beef in a large pan."", ""Drain grease and return beef to the pan."", ""Add vegetables and cook over medium heat for 5 minutes."", ""Add about 1 tablespoon soy sauce (more if desired)."", ""Let mixture cool."", ""Separate the egg."", ""Add the egg yolk to meat mixture and reserve the egg white for sealing the lumpia wrappers. Separate lumpia wrappers carefully and prevent them from drying out."", ""Spoon about 1 1/2 tablespoons of the beef mixture 1/4 down one end and pull that 1/4 end over mixture."", ""Roll up tightly and seal the wrapper with egg whites."", ""Deep-fry in oil until golden brown or pan-fry in some oil (I prefer deep frying)."", ""Drain on paper towels and serve hot with some ketchup, sweet and sour sauce or barbecue sauce."", ""Leftovers can be reheated in 350\u00b0 oven for 15 minutes.""]",6
65531,65531,Chicken Stew,"[""1 1/2 lb. raw chicken breasts without skin"", ""2 Tbsp. Canola oil"", ""1 medium minced garlic clove"", ""2 c. water"", ""8 oz. canned pineapple in heavy syrup"", ""3 Tbsp. brown sugar"", ""1/2 tsp. salt"", ""1/8 tsp. pepper"", ""1/2 tsp. ginger"", ""1/2 medium raw red pepper"", ""1/2 medium raw green pepper"", ""2 Tbsp. cornstarch"", ""1/3 c. long grain white rice (uncooked)"", ""1/4 c. vinegar"", ""2 Tbsp. soy sauce (low sodium)"", ""3 Tbsp. water""]","[""Cut chicken into 1-inch cubes."", ""In large skillet, saute chicken and garlic in oil until chicken is partially cooked."", ""Drain pineapple, reserving syrup."", ""Stir in 2 cups water, reserved pineapple syrup, rice, vinegar, brown sugar, soy sauce, salt, ginger and pepper."", ""Bring to a boil."", ""Reduce heat; cover and simmer 12 minutes or until rice is almost tender."", ""Cut green and red peppers into 1-inch pieces; add pineapple chunks."", ""Combine 3 tablespoons cold water and cornstarch; quickly stir into stew mixture."", ""Bring to a boil."", ""Reduce heat; cover and simmer an additional 10 to 15 minutes or until rice and green pepper are tender.""]",6
66151,66151,Sausage Stuffed Mushrooms,"[""1 1/2 lb. fresh mushrooms"", ""3 to 4 sausages, casing removed"", ""1 clove chopped garlic"", ""6 Tbsp. oil"", ""2 Tbsp. chopped parsley"", ""6 Tbsp. bread crumbs"", ""1/4 c. Parmesan cheese""]","[""Wash mushrooms and remove stems (chop stems)."", ""In a skillet, heat 2 tablespoons oil, sausages, chopped stems and garlic."", ""Cook until lightly browned."", ""In a bowl, mix cheese, parsley and bread crumbs."", ""Add mixture in skillet with meat and toss."", ""Fill mushrooms and sprinkle with remaining oil."", ""Put on cookie sheet and bake for 25 minutes in oven preheated to 350\u00b0.""]",6
66429,66429,Beignets,"[""1/2 c. warm water"", ""1 pkg. dry yeast"", ""2 tsp. sugar"", ""3/4 c. milk"", ""1/2 tsp. vanilla"", ""1/4 c. unsalted butter, melted"", ""1 egg, lightly beaten"", ""1/3 c. sugar"", ""1 tsp. salt"", ""1/2 tsp. grated nutmeg"", ""3 1/2 c. flour"", ""vegetable oil (for frying)"", ""powdered sugar""]","[""In a small bowl, combine water, yeast and 2 teaspoons sugar. Let stand about 10 minutes, until yeast foams."", ""Meanwhile, combine milk, vanilla, butter, egg, 1/3 cup sugar, salt and nutmeg."", ""Stir in the yeast mixture."", ""Add the flour, one cup at a time, mixing well after each addition."", ""After three cups have been added, knead in the remaining flour, 1 to 2 tablespoons at a time."", ""Knead until smooth, about 10 minutes."", ""Place dough in an oiled bowl, turning to coat."", ""Cover and let rise in a warm place until doubled in bulk, about 1 1/2 hours."", ""Punch down dough and roll to a 1/2-inch thickness."", ""Cut the dough into 2-inch diamond shapes."", ""Place on ungreased baking sheets."", ""Cover and let rise in a warm place until doubled, about 1 hour."", ""Pour oil to a depth of 3-inches in a heavy pot or fryer."", ""Heat to 365\u00b0 and fry the beignets, 4 or 5 at a time, for 2 to 3 minutes on each side."", ""Drain on paper towel and place in a warm oven while frying the remaining beignets."", ""Sprinkle with powdered sugar before serving warm."", ""Makes about 30.""]",6
67364,67364,Homemade Pasta,"[""2 eggs"", ""3/4 c. buckwheat flour"", ""3/4 c. unbleached flour"", ""wooden cutting board""]","[""Mix flour together, make a circle of flour."", ""Make a hole in the middle."", ""Place eggs in middle of flour and softly beat eggs in center of flour."", ""Slowly add flour to eggs from each side and mix with eggs until completely blended."", ""Knead dough, add a sprinkle of flour if sticky."", ""Continue kneading (fold toward you and push away), turn dough and continue folding and pushing away from you and turning for about 5 minutes."", ""Let dough rest about 15 minutes. Give a couple pushes and folds (make ball)."", ""Cut a piece the size of an egg, flatten and put in stretcher, take out, fold, add flour and repeat about 4 times."", ""Change notch smaller and stretch again. Add spaghetti attachment and put dough through machine."", ""Can be folded and stored for a few days or eat today.""]",6
67970,67970,Sour Cream Pound Cake,"[""2 sticks butter (soft) or oleo"", ""3 c. sugar"", ""6 eggs"", ""1 c. sour cream or 1 (8 oz.) carton"", ""1/4 tsp. soda"", ""3 c. sifted flour"", ""1 tsp. vanilla, lemon extract or almond extract (if desired)""]","[""Sift flour and measure."", ""Resift twice with soda and set aside. Cream butter and add sugar slowly, beating constantly to cream well."", ""Add eggs one at a time, beating well after each addition. Stir in dairy sour cream."", ""Add flour mixture, 1/2 cup at a time, beating well and constantly."", ""Stir in lemon extract and turn batter into well-greased and floured 10-inch tube pan."", ""Use salt free shortening or fat for greasing pan."", ""Bake in moderate oven (325\u00b0) for about 1 1/2 hours or until cake is done."", ""Place pan on rack to cool 5 minutes."", ""Loosen cake around edge of pan and edge of tube with dull side of knife."", ""Press toward pan, rather than toward cake."", ""This protects crust."", ""Turn cake onto rack to cool completely."", ""Serve plain."", ""When freezing this cake, either whole or cut, wrap in several thickness of clear plastic or aluminum foil.""]",6
68372,68372,Cold Dough Cookies,"[""4 c. flour"", ""1/2 lb. butter"", ""1/2 c. Crisco"", ""1 cake yeast (large cake or 2 oz.)"", ""1 c. sour cream"", ""4 egg yolks"", ""1 tsp. vanilla"", ""1 Tbsp. sugar"", ""need more sugar when rolling out""]","[""Combine flour, butter and Crisco and crumb the mixture as you would for pie crust."", ""Add egg yolks to top of flour mixture (do not mix yet; wait until ingredients are in the mix.)"", ""Add 1/2 cup sour cream to flour mixture."", ""Add cake of yeast, 1 tablespoon sugar and vanilla to remaining sour cream in its container."", ""Mix until yeast is dissolved."", ""Add yeast mixture to flour mixture and stir by hand until dough is soft."", ""Place dough in airtight container overnight (covering dough with plastic bag works well.) Divide dough into 5 parts and add flour and plenty of sugar."", ""Roll with rolling pin to 1/8-inch thick (very thin); cut into triangles and add filling to wide section of triangle and roll as you would crescent rolls."", ""Roll in sugar and bake on ungreased cookie sheet at 350\u00b0 for 20 minutes.""]",6
68495,68495,Enchilada Casserole,"[""2 lb. ground beef"", ""1 1/2 tsp. cumin"", ""4 tsp. chili powder"", ""1 1/2 tsp. salt"", ""1/2 tsp. ground red pepper"", ""1 c. water"", ""2 c. taco sauce"", ""1 bag tortilla chips"", ""1 lb. monterey jack and cheddar cheese combined"", ""1 onion, chopped""]","[""Grease 13x9-inch baking dish."", ""Brown meat and onions, drain, add next six ingredients."", ""Simmer until liquid is evaporated. Pour 1/2 c. taco sauce into casserole dish."", ""Put layer of tortillas, add 1/2 c. taco sauce over tortillas."", ""Spoon beef mixture over it then add a layer of refried beans."", ""Top with sour cream, sprinkle on half of the cheese, add another layer of tortillas."", ""Spread on remaining taco sauce and cheese."", ""Cover with foil and bake in a 375\u00b0 preheated oven for 40 minutes."", ""Remove foil and bake for another 5 minutes or until top is brown.""]",6
69032,69032,Pecan Tassies,"[""1/2 c. margarine"", ""1 (3 oz.) pkg. cream cheese"", ""1 c. flour"", ""3/4 c. packed brown sugar"", ""1 egg"", ""1 tsp. vanilla"", ""3/4 c. chopped pecans"", ""confectioners sugar (optional)""]","[""Combine margarine and softened cream cheese, mixing until well blended."", ""Add flour; mix well."", ""Chill."", ""Combine brown sugar, egg and vanilla; mix well."", ""Stir in nuts."", ""Divide dough into 24 balls; press into miniature muffin tins."", ""Fill each cup 3/4 full of brown sugar mixture."", ""Bake at 325\u00b0 for 25 to 30 minutes or until lightly browned."", ""Cool 5 minutes; remove from pan."", ""Sprinkle with confectioners sugar, if desired.""]",6
69162,69162,Orange Chocolate Balls,"[""8 sq. (8 oz.) semi-sweet chocolate"", ""2/3 c. sweet butter"", ""4 egg yolks"", ""4 Tbsp. granulated sugar"", ""1 1/2 Tbsp. grated orange rind"", ""2 Tbsp. ground pecans"", ""chocolate sprinkles for garnish""]","[""Melt the butter in a heavy saucepan."", ""Add the chocolate and melt over low heat."", ""Remove from heat."", ""Cool slightly."", ""In a bowl beat the sugar and continue beating until light and creamy."", ""Add the chocolate mixture and the orange rind and pecans."", ""Put the mixture in the refrigerator."", ""Chill until set and easy to handle. With two spoons, roll the mixture into balls."", ""Place chocolate sprinkles on a piece of waxed paper."", ""Roll the chocolate balls in sprinkles until covered."", ""Let chocolate balls firm up in the refrigerator before serving.""]",6
69200,69200,Caramel Fudge Cake,"[""1 pkg. chocolate cake mix"", ""1 (14 oz.) pkg. Eagle Brand caramels"", ""1/2 c. butter or margarine"", ""1 (14 oz.) can Eagle Brand sweetened condensed milk"", ""1 c. nuts, coarsely chopped""]","[""Preheat oven to 350\u00b0."", ""Grease and flour a 9 x 13-inch pan. Prepare cake mix as package directs."", ""Pour 2 cups batter into pan and bake 15 minutes."", ""Melt caramels and margarine in saucepan and remove from heat."", ""Add milk and mix well."", ""Spread caramel mixture evenly over cake."", ""Spread remaining cake batter over caramel mixture."", ""Top with nuts."", ""Return cake to oven and bake 30 to 35 minutes or until cake springs back."", ""Cool and serve.""]",6
